poi,name
6601140832210782211,拉脊山口
6677129794741717006,玄武湖公园-明城墙
6601221450256877571,河南省科技馆(新馆)
6601128763566589955,伊龙滑雪场
6962276460779063330,秦岭四宝科学公园
7271102189933463586,郑州记忆·油化厂创意园
6601187493851170820,锡林郭勒大草原
6601138149844338695,绝望坡
6601137302087403533,牛草山风景区
6601150561645512708,圣和轩西沽书画园
6601125477866276878,柏尖山景区
6601140476575746056,嘉午台风景区
6601136855205283844,嵩山国家重点风景名胜区
6960654265035524096,临汾市动物园
6601130464583354375,水浒城
7161807390524999693,香草园滑雪场
6601123761724852227,紫金山
6601133334800107524,西安环城公园
6886454764222089219,金山岭银河滑雪场
6601129377730136068,大同万龙白登山国际滑雪场
6601127808070584334,二七广场
7233639821783074873,可可托海国际滑雪场
6601170791297976324,中国红岛国际会议展览中心
7014776750181713924,蜀山区小岭南花海
6601127900634679309,青岛第三海水浴场
6601137431292938253,易县千佛山森林公园
6601137266825889800,兴隆山滑雪场
6601142889747597319,山塘街
6601127550959749123,棋盘山冰雪大世界
6601123703478552590,上海人民广场
6724967448510023683,徐州红枫公园
6601136730215024648,九顶塔滑雪场
6601138483467651086,德州市城市中心广场
6601223018662332430,商丘古城
6601136946871797767,秦岭风景区
6601127424681838599,龟山湿地公园
7224035284877314087,青岛明月山海间
6601123746906376205,天津之眼
7102295208695433254,菱溪公园
7150894646304966664,广武国际滑雪场
6601139649119258632,凤麒滑雪场
6601128194663778311,丹顶鹤湿地生态旅游区
6601142260526483463,圭峰山
6601124687395162125,郑州市动物园
6601146819021899780,马鬃岭景区
6601128401547823118,北外滩滨江绿地
6601126575951841287,徐州云龙湖旅游景区
6601127272193722371,三国城
7191084002470529061,黑猫沟大峡谷
6601137912564156423,沙溪古镇区
6601138182199183363,南京中山植物园
6601124589525272584,西安世博园
6601131530725099533,奥悦碾子山国际滑雪场
7023652532987627533,花youngPark幸福列车
6601143350785476621,瑞光创意工厂
6601128448347867140,千山风景区
6882183219236636687,雁南公园
6740196783340767236,铁路公园1期机车公园
6601128804976953358,郑州市人民公园
6601124668038449160,北湖公园
6601124923123435528,滹沱河生态旅游景区
6905128768533170184,平江路
6601137057806960648,香山生态观光园
6611309848560666631,千年古镇河下
6864182458213074948,中国大运河博物馆
6745383488834308099,太湖花海
6601124982049212423,壕熊庄园
6601125877965129731,山西太行山大峡谷旅游景区-八泉峡景区
7006150434298300446,龙沙公园-望江楼
6601136892639447053,上海自然博物馆上海科技馆分馆
6601133025138837512,梅里古镇
7260020257342654504,皖南野生动物园
6601128604321449991,长江采石矶文化生态旅游区
6601136779565205518,太原市森林公园
6601125997712508941,崛围山
6601136708073293838,雪乡大雪谷
6601132795177732100,上海浦江郊野公园
6601145907381536782,梵仙山
6601138637272778759,崇明岛
6601124981046773768,石湖景区
6601131954244945927,曲水亭街
6601126586353715204,净月潭国家森林公园
6601142318252705795,世界功夫艺术中心
6601147024593127428,白沙湖
6601127325570435076,秦淮河
6601131204429219843,清名桥古运河景区
6711321806927628302,龙湖金融岛
6739699049248606216,北太湖(望亭)旅游风景区
6601213484178868228,五龙壑
6601134153326921736,芦芽山风景区
6601140479939594253,布达拉宫广场
6885884453969823759,沣柳路沣河公园
6750199875243132942,粉黛园
6601126172988278791,六朝博物馆
6601137613850019844,苏州中国花卉植物园
6601123633748248580,八一广场
6601132175830026253,碧沙岗公园
6601137749590280199,漳泽湖国家城市湿地公园
6601139048457177091,太华山
6601139587014199310,金鸡湖音乐喷泉
7232919651259271225,天柱沟大峡谷
6601129506256193544,半坡国际艺术区
6621368502894725133,琅琊园
6601142835875940360,西山森林公园
6976840102777456648,明水古城
7277471585571702824,逍遥谷高空乐园
6601131859969591303,广府古城
6745098699417995268,蔚县市民广场
6601139533150947331,开封市鼓楼广场-鼓楼
6914773515031808008,黄河天鹅号游轮
7265234561724844068,曼哈顿欢乐谷
6601126405939922947,阿那亚游玩
6860285045966522383,兰州黄河铁桥
6601137103264827406,滆湖公园
6601130452688308232,世纪公园
6708498577003415559,陈家港网红沙滩
6752554291979995148,桐城木鱼山乐园
6601128986401572878,芜湖滨江公园
7102934328924964897,宝泉崖天下
7270382191627274300,沙雅县它乾城古城景区
6861244605246048256,赤牛坬
6601138228940507149,神龙湾挂壁公路观景台
6601137588067633159,中华石鼓园
7145784110017939490,荞麦花海
6949986741017266213,U型公路'
6601127145886451720,紫荆山公园
6601129472605292558,夜游黄浦江
6601140707950331908,吉林省东北虎园
6601140694453061635,青果巷历史文化街区
6601138010400491528,天龙湖公园
6769394891165272078,白银坨风景区-仙风峪
6601131681728432141,清西陵
6863470423972005899,正定南城门楼
7123103465143961607,长江不夜城
6601129987917481998,豫园老街
6765638295935322124,西安幸福林带
6601138531479848974,金山公园
6893633154448361487,井底民俗村
6601268957133408269,东疆亲海公园
6679538858037725191,庆都山旅游度假区唐尧古镇
6601141782233221127,德基艺术博物馆
6739969635065677831,合柴1972
6601210369035732995,黑龙江省虎林市八五零农场
7037534033516955685,超然楼广场
6749186570277996548,沙雅县沙雁洲景区
6601124754084595719,苏州太湖园博园
6601145075214845959,常州文化广场
6601124539835369475,津湾广场
6876451650383448077,大宋御河
6649320580237559811,河北东方学院-喷泉广场
6893258751629854735,菠萝山
7279340642542340115,墨上集·拾光影城
6601195435862263815,蠡河公园
6601143645024290819,曲阜明故城(三孔)旅游区
6891208334783809536,北龙湖湿地公园
6601128711389448199,天津古文化街
6786826103194470412,曹魏古城
6601189457532028936,天津意式风情街
6601140713415510020,焦岗湖影视城
6601124669057665027,泉城广场
6601134370755446787,北湖公园
6601129967218591748,管仲老街
6659540750021265412,仓巷街
6601145112758061070,乌鲁木齐文化中心
6601139859966920708,始祖山
